wage,educ,exper,exper_sq,female,married,hours,tenure,tenure_sq,ln_wage
10.755854617378315,17,14,196,1,1,42,2,4,2.3754502218945115
6.379242972736767,8,22,484,0,1,31,5,25,1.85304943400563
8.951382490603368,10,16,256,1,1,37,1,1,2.1918079885816164
3.919255567391765,6,29,841,1,1,39,1,1,1.3659017294902798
5.3648660440879565,11,24,576,1,1,46,5,25,1.6798714072878045
13.52039530034164,10,19,361,1,0,55,3,9,2.60419930837834
5.6344867813323445,12,28,784,0,0,36,1,1,1.7289060663843265
9.42929440955367,13,14,196,1,1,29,1,1,2.2438212698325133
3.2832241315344084,12,0,0,0,0,54,12,144,1.188825906531636
6.168058377388156,5,21,441,1,0,47,0,0,1.8193841007733338
3.789597803416781,7,16,256,0,0,32,1,1,1.3322598929926532
14.259822928599906,12,32,1024,0,1,38,7,49,2.657445997559819
13.860095619766588,13,28,784,0,1,38,5,25,2.6290138927110176
4.088674344007383,10,18,324,1,1,27,1,1,1.4082207962464701
4.5890436039542175,14,11,121,0,0,60,6,36,1.5236716372098331
13.251964309529773,13,32,1024,0,0,40,4,16,2.584145791220151
4.300086561145519,12,19,361,1,0,52,5,25,1.4586351529958588
15.143371236901471,14,34,1156,0,1,49,10,100,2.71756289408718
4.914029223774019,12,15,225,0,1,27,5,25,1.5920942211252638
17.653687120724463,17,10,100,0,1,32,10,100,2.870944663586365
20.829459458651513,12,26,676,0,1,45,6,36,3.0363683047994208
5.359974170622534,10,16,256,0,1,37,3,9,1.6789591561573933
20.950168530485467,8,17,289,0,1,46,0,0,3.0421466907503714
7.464738040463982,8,31,961,1,1,44,5,25,2.010190338676026
8.800965749921676,20,17,289,0,1,27,5,25,2.174861459771976
4.5272510193325175,15,15,225,1,1,43,9,81,1.5101149162941887
21.12849397162987,18,17,289,0,1,36,0,0,3.0506225546737142
3.423615935921885,6,12,144,0,1,49,0,0,1.2306972837410544
13.228614953835311,13,15,225,1,1,53,0,0,2.5823822828381373
8.830887084324266,14,18,324,0,1,26,5,25,2.178255472120724
6.340390946933239,14,18,324,0,0,44,19,361,1.8469404301021544
4.942907086673716,11,16,256,0,0,47,5,25,1.597953637197665
4.742153233096422,9,0,0,1,1,53,1,1,1.5564913011439911
5.941933247244324,12,18,324,1,1,33,3,9,1.7820345429221678
9.203614544637821,13,45,2025,0,1,31,1,1,2.219596292182499
25.318363114454122,17,17,289,0,1,42,0,0,3.231529947257856
4.222408003198062,14,17,289,0,0,34,3,9,1.4404055821795971
25.48460250402329,12,18,324,0,1,41,5,25,3.2380744464179942
6.893454551683889,15,25,625,0,1,52,4,16,1.9305723456846087
2.4603693944789917,13,30,900,1,1,33,4,16,0.9003114990286472
5.323738026995045,6,16,256,0,1,49,3,9,1.672175693273193
5.567660281878288,11,25,625,1,1,51,1,1,1.7169749085770762
5.854374453450477,10,15,225,1,0,42,7,49,1.7671891516238034
7.959485746540323,11,10,100,0,0,41,2,4,2.074364393063328
7.426702766578671,11,25,625,1,1,41,5,25,2.0050819872290706
6.852131762687275,8,17,289,1,1,31,0,0,1.924559810091238
7.532545928749331,11,20,400,0,1,31,0,0,2.0192330894148594
15.468195821582759,11,33,1089,0,1,55,1,1,2.738786033451751
10.786482323499222,10,20,400,0,0,43,0,0,2.3782937134656916
14.592706342262032,14,3,9,0,1,48,4,16,2.6805218382913325
9.153807529326091,9,25,625,0,1,38,10,100,2.2141699161557056
4.9343996080160055,13,7,49,0,1,34,0,0,1.5962310055077764
13.696688590320186,17,11,121,1,1,30,0,0,2.617154094882062
4.818617309673172,12,25,625,1,0,42,4,16,1.5724870216957783
4.1310742337124235,15,12,144,1,1,40,13,169,1.4185374781666111
5.471489149930183,16,17,289,1,0,37,7,49,1.6995508188588015
4.503735338825699,8,13,169,0,0,56,9,81,1.5049071277489054
6.220466592303693,9,29,841,1,0,42,5,25,1.8278449187774377
6.830451127600638,12,14,196,0,0,43,10,100,1.9213907222946465
10.282298933249647,12,23,529,0,1,40,6,36,2.3304238666642623
5.529069910629883,7,9,81,0,1,53,2,4,1.710019611629245
3.436544837473921,8,28,784,1,1,61,7,49,1.2344665589187973
6.9790984003513605,10,24,576,0,1,43,9,81,1.9429197394271438
5.116585236537686,13,23,529,1,1,30,0,0,1.6324872705552682
6.301033667821583,11,17,289,0,1,49,13,169,1.8407136941961724
14.503310143833772,14,18,324,1,1,35,6,36,2.674376909154934
7.697023315461138,14,28,784,0,1,47,8,64,2.0408336717097515
24.492184052207232,17,18,324,0,1,34,3,9,3.19835404837627
6.297754056158188,11,8,64,0,1,47,4,16,1.840193070814094
7.540438252458228,11,17,289,0,1,42,2,4,2.0202803039989496
6.161437587032651,14,9,81,1,0,39,0,0,1.818310124836119
3.2275327949756107,11,19,361,1,0,46,2,4,1.1717180047948945
9.532816879450063,13,4,16,1,0,49,4,16,2.254740254206002
10.007658227017206,17,19,361,0,1,37,5,25,2.3033506226031895
8.443071403385822,7,24,576,0,0,25,1,1,2.133346152762323
14.385038278818353,11,25,625,0,0,43,0,0,2.6661886580231444
23.113593099739543,18,23,529,0,1,36,0,0,3.140420890337534
15.800185332926803,14,18,324,0,1,33,3,9,2.760021669896202
11.637375222192514,13,25,625,1,0,30,8,64,2.454221920499948
11.273025313243078,13,21,441,0,1,47,2,4,2.422412731535175
10.156799943266432,14,24,576,1,1,41,7,49,2.3181434263241263
16.561277726447152,16,10,100,1,1,35,2,4,2.8070673033747866
3.226728053863748,6,12,144,0,1,36,6,36,1.171468637397177
5.645753357250125,11,5,25,0,1,46,4,16,1.7309036443659653
5.455287472704715,10,21,441,1,0,36,7,49,1.6965853168341134
26.929268926907906,13,25,625,0,1,34,0,0,3.293213759292295
6.460565225855816,13,29,841,0,1,43,0,0,1.865716810229446
6.613416418817411,15,6,36,1,1,47,4,16,1.8891003764389447
8.509826525409354,14,32,1024,0,0,36,6,36,2.1412215575842497
5.278847811845493,10,11,121,1,1,29,1,1,1.6637078564517722
5.728649612371216,10,3,9,0,1,57,6,36,1.7454798332089272
12.374105946425408,11,24,576,1,1,46,4,16,2.515606059091329
14.673171704949041,17,18,324,0,0,63,5,25,2.6860207722592966
3.401427740583771,8,3,9,1,1,38,9,81,1.2241952671799423
6.345674097645724,11,4,16,1,0,38,7,49,1.8477733362869082
7.612126560043449,15,11,121,0,0,31,10,100,2.029742575680795
8.321786681631206,13,4,16,0,1,43,4,16,2.118876977166993
9.474195303197206,16,16,256,1,1,27,5,25,2.248571818939409
10.702866768291662,12,36,1296,1,0,39,7,49,2.370511627853347
8.004578119287702,16,35,1225,1,1,45,9,81,2.0800136429096776
8.50012085338034,10,5,25,0,1,38,0,0,2.140080381439941
3.7889955635667016,7,19,361,1,1,33,7,49,1.3321009611639656
20.053488183032695,14,16,256,1,1,31,2,4,2.9984031128369137
