日期,店铺 ID,店铺名称,区域,品类 ID,品牌,品规,价格,档次,销售数量,销售金额
2025-02-25,S007,萧山区机场店,萧山区,P013,黄山,徽商新视界,100,高档,20,2000
2025-02-25,S007,萧山区机场店,萧山区,P014,玉溪,硬玉溪,23,中档,16,368
2025-02-25,S007,萧山区机场店,萧山区,P015,云烟,硬云烟,10,低档,66,660
2025-02-25,S008,余杭区未来科技城店,余杭区,P001,中华,硬中华,45,高档,3,135
2025-02-25,S008,余杭区未来科技城店,余杭区,P002,中华,软中华,65,高档,32,2080
2025-02-25,S008,余杭区未来科技城店,余杭区,P003,利群,硬利群,14,中档,30,420
2025-02-25,S008,余杭区未来科技城店,余杭区,P004,利群,软利群,22,中档,35,770
2025-02-25,S008,余杭区未来科技城店,余杭区,P005,利群,阳光利群,36,高档,12,432
2025-02-25,S008,余杭区未来科技城店,余杭区,P006,芙蓉王,硬芙蓉王,25,中档,24,600
2025-02-25,S008,余杭区未来科技城店,余杭区,P007,芙蓉王,软芙蓉王,35,高档,6,210
2025-02-25,S008,余杭区未来科技城店,余杭区,P008,黄鹤楼,硬黄鹤楼,20,中档,46,920
2025-02-25,S008,余杭区未来科技城店,余杭区,P009,黄鹤楼,软黄鹤楼,50,高档,18,900
2025-02-25,S008,余杭区未来科技城店,余杭区,P010,南京,硬南京,12,低档,40,480
2025-02-25,S008,余杭区未来科技城店,余杭区,P011,南京,雨花石,55,高档,6,330
2025-02-25,S008,余杭区未来科技城店,余杭区,P012,黄山,硬黄山,10,低档,17,170
2025-02-25,S008,余杭区未来科技城店,余杭区,P013,黄山,徽商新视界,100,高档,33,3300
2025-02-25,S008,余杭区未来科技城店,余杭区,P014,玉溪,硬玉溪,23,中档,10,230
2025-02-25,S008,余杭区未来科技城店,余杭区,P015,云烟,硬云烟,10,低档,25,250
2025-02-25,S009,临安区景区店,临安区,P001,中华,硬中华,45,高档,12,540
2025-02-25,S009,临安区景区店,临安区,P002,中华,软中华,65,高档,15,975
2025-02-25,S009,临安区景区店,临安区,P003,利群,硬利群,14,中档,31,434
2025-02-25,S009,临安区景区店,临安区,P004,利群,软利群,22,中档,9,198
2025-02-25,S009,临安区景区店,临安区,P005,利群,阳光利群,36,高档,16,576
2025-02-25,S009,临安区景区店,临安区,P006,芙蓉王,硬芙蓉王,25,中档,4,100
2025-02-25,S009,临安区景区店,临安区,P007,芙蓉王,软芙蓉王,35,高档,16,560
2025-02-25,S009,临安区景区店,临安区,P008,黄鹤楼,硬黄鹤楼,20,中档,14,280
2025-02-25,S009,临安区景区店,临安区,P009,黄鹤楼,软黄鹤楼,50,高档,6,300
2025-02-25,S009,临安区景区店,临安区,P010,南京,硬南京,12,低档,38,456
2025-02-25,S009,临安区景区店,临安区,P011,南京,雨花石,55,高档,9,495
2025-02-25,S009,临安区景区店,临安区,P012,黄山,硬黄山,10,低档,28,280
2025-02-25,S009,临安区景区店,临安区,P013,黄山,徽商新视界,100,高档,4,400
2025-02-25,S009,临安区景区店,临安区,P014,玉溪,硬玉溪,23,中档,22,506
2025-02-25,S009,临安区景区店,临安区,P015,云烟,硬云烟,10,低档,16,160
2025-02-25,S010,富阳区商业中心店,富阳区,P001,中华,硬中华,45,高档,11,495
2025-02-25,S010,富阳区商业中心店,富阳区,P002,中华,软中华,65,高档,15,975
2025-02-25,S010,富阳区商业中心店,富阳区,P003,利群,硬利群,14,中档,10,140
2025-02-25,S010,富阳区商业中心店,富阳区,P004,利群,软利群,22,中档,38,836
2025-02-25,S010,富阳区商业中心店,富阳区,P005,利群,阳光利群,36,高档,11,396
2025-02-25,S010,富阳区商业中心店,富阳区,P006,芙蓉王,硬芙蓉王,25,中档,8,200
2025-02-25,S010,富阳区商业中心店,富阳区,P007,芙蓉王,软芙蓉王,35,高档,12,420
2025-02-25,S010,富阳区商业中心店,富阳区,P008,黄鹤楼,硬黄鹤楼,20,中档,25,500
2025-02-25,S010,富阳区商业中心店,富阳区,P009,黄鹤楼,软黄鹤楼,50,高档,9,450
2025-02-25,S010,富阳区商业中心店,富阳区,P010,南京,硬南京,12,低档,21,252
2025-02-25,S010,富阳区商业中心店,富阳区,P011,南京,雨花石,55,高档,10,550
2025-02-25,S010,富阳区商业中心店,富阳区,P012,黄山,硬黄山,10,低档,36,360
2025-02-25,S010,富阳区商业中心店,富阳区,P013,黄山,徽商新视界,100,高档,21,2100
2025-02-25,S010,富阳区商业中心店,富阳区,P014,玉溪,硬玉溪,23,中档,21,483
2025-02-25,S010,富阳区商业中心店,富阳区,P015,云烟,硬云烟,10,低档,17,170
2025-02-26,S001,上城区卷烟专卖店,上城区,P001,中华,硬中华,45,高档,15,675
2025-02-26,S001,上城区卷烟专卖店,上城区,P002,中华,软中华,65,高档,12,780
2025-02-26,S001,上城区卷烟专卖店,上城区,P003,利群,硬利群,14,中档,25,350
2025-02-26,S001,上城区卷烟专卖店,上城区,P004,利群,软利群,22,中档,35,770
2025-02-26,S001,上城区卷烟专卖店,上城区,P005,利群,阳光利群,36,高档,18,648
2025-02-26,S001,上城区卷烟专卖店,上城区,P006,芙蓉王,硬芙蓉王,25,中档,16,400
2025-02-26,S001,上城区卷烟专卖店,上城区,P007,芙蓉王,软芙蓉王,35,高档,15,525
2025-02-26,S001,上城区卷烟专卖店,上城区,P008,黄鹤楼,硬黄鹤楼,20,中档,25,500
2025-02-26,S001,上城区卷烟专卖店,上城区,P009,黄鹤楼,软黄鹤楼,50,高档,3,150
2025-02-26,S001,上城区卷烟专卖店,上城区,P010,南京,硬南京,12,低档,44,528
2025-02-26,S001,上城区卷烟专卖店,上城区,P011,南京,雨花石,55,高档,15,825
2025-02-26,S001,上城区卷烟专卖店,上城区,P012,黄山,硬黄山,10,低档,26,260
2025-02-26,S001,上城区卷烟专卖店,上城区,P013,黄山,徽商新视界,100,高档,5,500
2025-02-26,S001,上城区卷烟专卖店,上城区,P014,玉溪,硬玉溪,23,中档,37,851
2025-02-26,S001,上城区卷烟专卖店,上城区,P015,云烟,硬云烟,10,低档,21,210
2025-02-26,S002,下城区烟草直营店,下城区,P001,中华,硬中华,45,高档,8,360
2025-02-26,S002,下城区烟草直营店,下城区,P002,中华,软中华,65,高档,13,845
2025-02-26,S002,下城区烟草直营店,下城区,P003,利群,硬利群,14,中档,18,252
2025-02-26,S002,下城区烟草直营店,下城区,P004,利群,软利群,22,中档,16,352
2025-02-26,S002,下城区烟草直营店,下城区,P005,利群,阳光利群,36,高档,20,720
2025-02-26,S002,下城区烟草直营店,下城区,P006,芙蓉王,硬芙蓉王,25,中档,43,1075
2025-02-26,S002,下城区烟草直营店,下城区,P007,芙蓉王,软芙蓉王,35,高档,10,350
2025-02-26,S002,下城区烟草直营店,下城区,P008,黄鹤楼,硬黄鹤楼,20,中档,9,180
2025-02-26,S002,下城区烟草直营店,下城区,P009,黄鹤楼,软黄鹤楼,50,高档,20,1000
2025-02-26,S002,下城区烟草直营店,下城区,P010,南京,硬南京,12,低档,46,552
2025-02-26,S002,下城区烟草直营店,下城区,P011,南京,雨花石,55,高档,11,605
2025-02-26,S002,下城区烟草直营店,下城区,P012,黄山,硬黄山,10,低档,42,420
2025-02-26,S002,下城区烟草直营店,下城区,P013,黄山,徽商新视界,100,高档,12,1200
2025-02-26,S002,下城区烟草直营店,下城区,P014,玉溪,硬玉溪,23,中档,17,391
2025-02-26,S002,下城区烟草直营店,下城区,P015,云烟,硬云烟,10,低档,26,260
2025-02-26,S003,江宁区便民烟酒店,江宁区,P001,中华,硬中华,45,高档,9,405
2025-02-26,S003,江宁区便民烟酒店,江宁区,P002,中华,软中华,65,高档,6,390
2025-02-26,S003,江宁区便民烟酒店,江宁区,P003,利群,硬利群,14,中档,28,392
2025-02-26,S003,江宁区便民烟酒店,江宁区,P004,利群,软利群,22,中档,28,616
2025-02-26,S003,江宁区便民烟酒店,江宁区,P005,利群,阳光利群,36,高档,8,288
2025-02-26,S003,江宁区便民烟酒店,江宁区,P006,芙蓉王,硬芙蓉王,25,中档,18,450
2025-02-26,S003,江宁区便民烟酒店,江宁区,P007,芙蓉王,软芙蓉王,35,高档,18,630
2025-02-26,S003,江宁区便民烟酒店,江宁区,P008,黄鹤楼,硬黄鹤楼,20,中档,36,720
2025-02-26,S003,江宁区便民烟酒店,江宁区,P009,黄鹤楼,软黄鹤楼,50,高档,5,250
2025-02-26,S003,江宁区便民烟酒店,江宁区,P010,南京,硬南京,12,低档,31,372
2025-02-26,S003,江宁区便民烟酒店,江宁区,P011,南京,雨花石,55,高档,4,220
2025-02-26,S003,江宁区便民烟酒店,江宁区,P012,黄山,硬黄山,10,低档,22,220
2025-02-26,S003,江宁区便民烟酒店,江宁区,P013,黄山,徽商新视界,100,高档,8,800
2025-02-26,S003,江宁区便民烟酒店,江宁区,P014,玉溪,硬玉溪,23,中档,19,437
2025-02-26,S003,江宁区便民烟酒店,江宁区,P015,云烟,硬云烟,10,低档,15,150
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P001,中华,硬中华,45,高档,11,495
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P002,中华,软中华,65,高档,5,325
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P003,利群,硬利群,14,中档,11,154
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P004,利群,软利群,22,中档,38,836
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P005,利群,阳光利群,36,高档,32,1152
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P006,芙蓉王,硬芙蓉王,25,中档,38,950
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P007,芙蓉王,软芙蓉王,35,高档,20,700
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P008,黄鹤楼,硬黄鹤楼,20,中档,32,640
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P009,黄鹤楼,软黄鹤楼,50,高档,9,450
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P010,南京,硬南京,12,低档,26,312
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P011,南京,雨花石,55,高档,5,275
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P012,黄山,硬黄山,10,低档,16,160
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P013,黄山,徽商新视界,100,高档,24,2400
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P014,玉溪,硬玉溪,23,中档,13,299
2025-02-26,S004,拱墅区旗舰体验店,拱墅区,P015,云烟,硬云烟,10,低档,56,560
2025-02-26,S005,西湖区旅游特产店,西湖区,P001,中华,硬中华,45,高档,28,1260
2025-02-26,S005,西湖区旅游特产店,西湖区,P002,中华,软中华,65,高档,30,1950
2025-02-26,S005,西湖区旅游特产店,西湖区,P003,利群,硬利群,14,中档,26,364
2025-02-26,S005,西湖区旅游特产店,西湖区,P004,利群,软利群,22,中档,33,726
2025-02-26,S005,西湖区旅游特产店,西湖区,P005,利群,阳光利群,36,高档,30,1080
2025-02-26,S005,西湖区旅游特产店,西湖区,P006,芙蓉王,硬芙蓉王,25,中档,9,225
2025-02-26,S005,西湖区旅游特产店,西湖区,P007,芙蓉王,软芙蓉王,35,高档,6,210
2025-02-26,S005,西湖区旅游特产店,西湖区,P008,黄鹤楼,硬黄鹤楼,20,中档,15,300
2025-02-26,S005,西湖区旅游特产店,西湖区,P009,黄鹤楼,软黄鹤楼,50,高档,11,550
2025-02-26,S005,西湖区旅游特产店,西湖区,P010,南京,硬南京,12,低档,40,480
2025-02-26,S005,西湖区旅游特产店,西湖区,P011,南京,雨花石,55,高档,19,1045
2025-02-26,S005,西湖区旅游特产店,西湖区,P012,黄山,硬黄山,10,低档,37,370
2025-02-26,S005,西湖区旅游特产店,西湖区,P013,黄山,徽商新视界,100,高档,19,1900
2025-02-26,S005,西湖区旅游特产店,西湖区,P014,玉溪,硬玉溪,23,中档,16,368
2025-02-26,S005,西湖区旅游特产店,西湖区,P015,云烟,硬云烟,10,低档,30,300
2025-02-26,S006,滨江区高新园店,滨江区,P001,中华,硬中华,45,高档,20,900
2025-02-26,S006,滨江区高新园店,滨江区,P002,中华,软中华,65,高档,12,780
2025-02-26,S006,滨江区高新园店,滨江区,P003,利群,硬利群,14,中档,19,266
2025-02-26,S006,滨江区高新园店,滨江区,P004,利群,软利群,22,中档,42,924
2025-02-26,S006,滨江区高新园店,滨江区,P005,利群,阳光利群,36,高档,23,828
2025-02-26,S006,滨江区高新园店,滨江区,P006,芙蓉王,硬芙蓉王,25,中档,34,850
2025-02-26,S006,滨江区高新园店,滨江区,P007,芙蓉王,软芙蓉王,35,高档,17,595
2025-02-26,S006,滨江区高新园店,滨江区,P008,黄鹤楼,硬黄鹤楼,20,中档,42,840
2025-02-26,S006,滨江区高新园店,滨江区,P009,黄鹤楼,软黄鹤楼,50,高档,15,750
2025-02-26,S006,滨江区高新园店,滨江区,P010,南京,硬南京,12,低档,53,636
2025-02-26,S006,滨江区高新园店,滨江区,P011,南京,雨花石,55,高档,23,1265
2025-02-26,S006,滨江区高新园店,滨江区,P012,黄山,硬黄山,10,低档,28,280
2025-02-26,S006,滨江区高新园店,滨江区,P013,黄山,徽商新视界,100,高档,13,1300
2025-02-26,S006,滨江区高新园店,滨江区,P014,玉溪,硬玉溪,23,中档,24,552
2025-02-26,S006,滨江区高新园店,滨江区,P015,云烟,硬云烟,10,低档,11,110
2025-02-26,S007,萧山区机场店,萧山区,P001,中华,硬中华,45,高档,29,1305
2025-02-26,S007,萧山区机场店,萧山区,P002,中华,软中华,65,高档,12,780
2025-02-26,S007,萧山区机场店,萧山区,P003,利群,硬利群,14,中档,28,392
2025-02-26,S007,萧山区机场店,萧山区,P004,利群,软利群,22,中档,22,484
2025-02-26,S007,萧山区机场店,萧山区,P005,利群,阳光利群,36,高档,15,540
2025-02-26,S007,萧山区机场店,萧山区,P006,芙蓉王,硬芙蓉王,25,中档,39,975
2025-02-26,S007,萧山区机场店,萧山区,P007,芙蓉王,软芙蓉王,35,高档,20,700
2025-02-26,S007,萧山区机场店,萧山区,P008,黄鹤楼,硬黄鹤楼,20,中档,42,840
2025-02-26,S007,萧山区机场店,萧山区,P009,黄鹤楼,软黄鹤楼,50,高档,26,1300
2025-02-26,S007,萧山区机场店,萧山区,P010,南京,硬南京,12,低档,60,720
2025-02-26,S007,萧山区机场店,萧山区,P011,南京,雨花石,55,高档,28,1540
2025-02-26,S007,萧山区机场店,萧山区,P012,黄山,硬黄山,10,低档,26,260
2025-02-26,S007,萧山区机场店,萧山区,P013,黄山,徽商新视界,100,高档,14,1400
2025-02-26,S007,萧山区机场店,萧山区,P014,玉溪,硬玉溪,23,中档,21,483
2025-02-26,S007,萧山区机场店,萧山区,P015,云烟,硬云烟,10,低档,52,520
2025-02-26,S008,余杭区未来科技城店,余杭区,P001,中华,硬中华,45,高档,17,765
2025-02-26,S008,余杭区未来科技城店,余杭区,P002,中华,软中华,65,高档,15,975
2025-02-26,S008,余杭区未来科技城店,余杭区,P003,利群,硬利群,14,中档,8,112
2025-02-26,S008,余杭区未来科技城店,余杭区,P004,利群,软利群,22,中档,16,352
2025-02-26,S008,余杭区未来科技城店,余杭区,P005,利群,阳光利群,36,高档,6,216
2025-02-26,S008,余杭区未来科技城店,余杭区,P006,芙蓉王,硬芙蓉王,25,中档,8,200
2025-02-26,S008,余杭区未来科技城店,余杭区,P007,芙蓉王,软芙蓉王,35,高档,18,630
2025-02-26,S008,余杭区未来科技城店,余杭区,P008,黄鹤楼,硬黄鹤楼,20,中档,23,460
2025-02-26,S008,余杭区未来科技城店,余杭区,P009,黄鹤楼,软黄鹤楼,50,高档,12,600
2025-02-26,S008,余杭区未来科技城店,余杭区,P010,南京,硬南京,12,低档,50,600
2025-02-26,S008,余杭区未来科技城店,余杭区,P011,南京,雨花石,55,高档,6,330
2025-02-26,S008,余杭区未来科技城店,余杭区,P012,黄山,硬黄山,10,低档,38,380
2025-02-26,S008,余杭区未来科技城店,余杭区,P013,黄山,徽商新视界,100,高档,12,1200
2025-02-26,S008,余杭区未来科技城店,余杭区,P014,玉溪,硬玉溪,23,中档,28,644
2025-02-26,S008,余杭区未来科技城店,余杭区,P015,云烟,硬云烟,10,低档,16,160
2025-02-26,S009,临安区景区店,临安区,P001,中华,硬中华,45,高档,17,765
2025-02-26,S009,临安区景区店,临安区,P002,中华,软中华,65,高档,3,195
2025-02-26,S009,临安区景区店,临安区,P003,利群,硬利群,14,中档,12,168
2025-02-26,S009,临安区景区店,临安区,P004,利群,软利群,22,中档,13,286
2025-02-26,S009,临安区景区店,临安区,P005,利群,阳光利群,36,高档,9,324
2025-02-26,S009,临安区景区店,临安区,P006,芙蓉王,硬芙蓉王,25,中档,24,600
2025-02-26,S009,临安区景区店,临安区,P007,芙蓉王,软芙蓉王,35,高档,13,455
2025-02-26,S009,临安区景区店,临安区,P008,黄鹤楼,硬黄鹤楼,20,中档,13,260
2025-02-26,S009,临安区景区店,临安区,P009,黄鹤楼,软黄鹤楼,50,高档,13,650
2025-02-26,S009,临安区景区店,临安区,P010,南京,硬南京,12,低档,32,384
2025-02-26,S009,临安区景区店,临安区,P011,南京,雨花石,55,高档,12,660
2025-02-26,S009,临安区景区店,临安区,P012,黄山,硬黄山,10,低档,9,90
2025-02-26,S009,临安区景区店,临安区,P013,黄山,徽商新视界,100,高档,14,1400
2025-02-26,S009,临安区景区店,临安区,P014,玉溪,硬玉溪,23,中档,23,529
2025-02-26,S009,临安区景区店,临安区,P015,云烟,硬云烟,10,低档,16,160
2025-02-26,S010,富阳区商业中心店,富阳区,P001,中华,硬中华,45,高档,12,540
2025-02-26,S010,富阳区商业中心店,富阳区,P002,中华,软中华,65,高档,20,1300
2025-02-26,S010,富阳区商业中心店,富阳区,P003,利群,硬利群,14,中档,38,532
2025-02-26,S010,富阳区商业中心店,富阳区,P004,利群,软利群,22,中档,10,220
2025-02-26,S010,富阳区商业中心店,富阳区,P005,利群,阳光利群,36,高档,7,252
2025-02-26,S010,富阳区商业中心店,富阳区,P006,芙蓉王,硬芙蓉王,25,中档,20,500
2025-02-26,S010,富阳区商业中心店,富阳区,P007,芙蓉王,软芙蓉王,35,高档,7,245
2025-02-26,S010,富阳区商业中心店,富阳区,P008,黄鹤楼,硬黄鹤楼,20,中档,14,280
2025-02-26,S010,富阳区商业中心店,富阳区,P009,黄鹤楼,软黄鹤楼,50,高档,6,300
2025-02-26,S010,富阳区商业中心店,富阳区,P010,南京,硬南京,12,低档,39,468
2025-02-26,S010,富阳区商业中心店,富阳区,P011,南京,雨花石,55,高档,26,1430
2025-02-26,S010,富阳区商业中心店,富阳区,P012,黄山,硬黄山,10,低档,17,170
2025-02-26,S010,富阳区商业中心店,富阳区,P013,黄山,徽商新视界,100,高档,16,1600
2025-02-26,S010,富阳区商业中心店,富阳区,P014,玉溪,硬玉溪,23,中档,11,253
2025-02-26,S010,富阳区商业中心店,富阳区,P015,云烟,硬云烟,10,低档,11,110
2025-02-27,S001,上城区卷烟专卖店,上城区,P001,中华,硬中华,45,高档,4,180
2025-02-27,S001,上城区卷烟专卖店,上城区,P002,中华,软中华,65,高档,17,1105
2025-02-27,S001,上城区卷烟专卖店,上城区,P003,利群,硬利群,14,中档,15,210
2025-02-27,S001,上城区卷烟专卖店,上城区,P004,利群,软利群,22,中档,15,330
2025-02-27,S001,上城区卷烟专卖店,上城区,P005,利群,阳光利群,36,高档,13,468
2025-02-27,S001,上城区卷烟专卖店,上城区,P006,芙蓉王,硬芙蓉王,25,中档,33,825
2025-02-27,S001,上城区卷烟专卖店,上城区,P007,芙蓉王,软芙蓉王,35,高档,12,420
2025-02-27,S001,上城区卷烟专卖店,上城区,P008,黄鹤楼,硬黄鹤楼,20,中档,23,460
2025-02-27,S001,上城区卷烟专卖店,上城区,P009,黄鹤楼,软黄鹤楼,50,高档,10,500
2025-02-27,S001,上城区卷烟专卖店,上城区,P010,南京,硬南京,12,低档,49,588
2025-02-27,S001,上城区卷烟专卖店,上城区,P011,南京,雨花石,55,高档,20,1100
2025-02-27,S001,上城区卷烟专卖店,上城区,P012,黄山,硬黄山,10,低档,47,470
2025-02-27,S001,上城区卷烟专卖店,上城区,P013,黄山,徽商新视界,100,高档,7,700
2025-02-27,S001,上城区卷烟专卖店,上城区,P014,玉溪,硬玉溪,23,中档,36,828
2025-02-27,S001,上城区卷烟专卖店,上城区,P015,云烟,硬云烟,10,低档,46,460
2025-02-27,S002,下城区烟草直营店,下城区,P001,中华,硬中华,45,高档,22,990
2025-02-27,S002,下城区烟草直营店,下城区,P002,中华,软中华,65,高档,9,585
2025-02-27,S002,下城区烟草直营店,下城区,P003,利群,硬利群,14,中档,6,84
2025-02-27,S002,下城区烟草直营店,下城区,P004,利群,软利群,22,中档,17,374
2025-02-27,S002,下城区烟草直营店,下城区,P005,利群,阳光利群,36,高档,16,576
2025-02-27,S002,下城区烟草直营店,下城区,P006,芙蓉王,硬芙蓉王,25,中档,47,1175
2025-02-27,S002,下城区烟草直营店,下城区,P007,芙蓉王,软芙蓉王,35,高档,6,210
2025-02-27,S002,下城区烟草直营店,下城区,P008,黄鹤楼,硬黄鹤楼,20,中档,22,440
2025-02-27,S002,下城区烟草直营店,下城区,P009,黄鹤楼,软黄鹤楼,50,高档,9,450
2025-02-27,S002,下城区烟草直营店,下城区,P010,南京,硬南京,12,低档,19,228
2025-02-27,S002,下城区烟草直营店,下城区,P011,南京,雨花石,55,高档,22,1210
2025-02-27,S002,下城区烟草直营店,下城区,P012,黄山,硬黄山,10,低档,25,250
2025-02-27,S002,下城区烟草直营店,下城区,P013,黄山,徽商新视界,100,高档,9,900
2025-02-27,S002,下城区烟草直营店,下城区,P014,玉溪,硬玉溪,23,中档,39,897
2025-02-27,S002,下城区烟草直营店,下城区,P015,云烟,硬云烟,10,低档,33,330
2025-02-27,S003,江宁区便民烟酒店,江宁区,P001,中华,硬中华,45,高档,11,495
2025-02-27,S003,江宁区便民烟酒店,江宁区,P002,中华,软中华,65,高档,9,585
2025-02-27,S003,江宁区便民烟酒店,江宁区,P003,利群,硬利群,14,中档,12,168
2025-02-27,S003,江宁区便民烟酒店,江宁区,P004,利群,软利群,22,中档,27,594
2025-02-27,S003,江宁区便民烟酒店,江宁区,P005,利群,阳光利群,36,高档,15,540
2025-02-27,S003,江宁区便民烟酒店,江宁区,P006,芙蓉王,硬芙蓉王,25,中档,20,500
2025-02-27,S003,江宁区便民烟酒店,江宁区,P007,芙蓉王,软芙蓉王,35,高档,4,140
2025-02-27,S003,江宁区便民烟酒店,江宁区,P008,黄鹤楼,硬黄鹤楼,20,中档,18,360
2025-02-27,S003,江宁区便民烟酒店,江宁区,P009,黄鹤楼,软黄鹤楼,50,高档,16,800
2025-02-27,S003,江宁区便民烟酒店,江宁区,P010,南京,硬南京,12,低档,30,360
2025-02-27,S003,江宁区便民烟酒店,江宁区,P011,南京,雨花石,55,高档,5,275
2025-02-27,S003,江宁区便民烟酒店,江宁区,P012,黄山,硬黄山,10,低档,40,400
2025-02-27,S003,江宁区便民烟酒店,江宁区,P013,黄山,徽商新视界,100,高档,16,1600
2025-02-27,S003,江宁区便民烟酒店,江宁区,P014,玉溪,硬玉溪,23,中档,20,460
2025-02-27,S003,江宁区便民烟酒店,江宁区,P015,云烟,硬云烟,10,低档,29,290
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P001,中华,硬中华,45,高档,10,450
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P002,中华,软中华,65,高档,25,1625
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P003,利群,硬利群,14,中档,20,280
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P004,利群,软利群,22,中档,24,528
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P005,利群,阳光利群,36,高档,5,180
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P006,芙蓉王,硬芙蓉王,25,中档,12,300
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P007,芙蓉王,软芙蓉王,35,高档,4,140
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P008,黄鹤楼,硬黄鹤楼,20,中档,27,540
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P009,黄鹤楼,软黄鹤楼,50,高档,7,350
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P010,南京,硬南京,12,低档,78,936
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P011,南京,雨花石,55,高档,20,1100
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P012,黄山,硬黄山,10,低档,11,110
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P013,黄山,徽商新视界,100,高档,7,700
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P014,玉溪,硬玉溪,23,中档,26,598
2025-02-27,S004,拱墅区旗舰体验店,拱墅区,P015,云烟,硬云烟,10,低档,40,400
2025-02-27,S005,西湖区旅游特产店,西湖区,P001,中华,硬中华,45,高档,29,1305
2025-02-27,S005,西湖区旅游特产店,西湖区,P002,中华,软中华,65,高档,22,1430
2025-02-27,S005,西湖区旅游特产店,西湖区,P003,利群,硬利群,14,中档,22,308
2025-02-27,S005,西湖区旅游特产店,西湖区,P004,利群,软利群,22,中档,24,528
2025-02-27,S005,西湖区旅游特产店,西湖区,P005,利群,阳光利群,36,高档,22,792
2025-02-27,S005,西湖区旅游特产店,西湖区,P006,芙蓉王,硬芙蓉王,25,中档,12,300
2025-02-27,S005,西湖区旅游特产店,西湖区,P007,芙蓉王,软芙蓉王,35,高档,14,490
2025-02-27,S005,西湖区旅游特产店,西湖区,P008,黄鹤楼,硬黄鹤楼,20,中档,37,740
2025-02-27,S005,西湖区旅游特产店,西湖区,P009,黄鹤楼,软黄鹤楼,50,高档,19,950
2025-02-27,S005,西湖区旅游特产店,西湖区,P010,南京,硬南京,12,低档,61,732
2025-02-27,S005,西湖区旅游特产店,西湖区,P011,南京,雨花石,55,高档,20,1100
2025-02-27,S005,西湖区旅游特产店,西湖区,P012,黄山,硬黄山,10,低档,64,640
2025-02-27,S005,西湖区旅游特产店,西湖区,P013,黄山,徽商新视界,100,高档,8,800
2025-02-27,S005,西湖区旅游特产店,西湖区,P014,玉溪,硬玉溪,23,中档,21,483
2025-02-27,S005,西湖区旅游特产店,西湖区,P015,云烟,硬云烟,10,低档,91,910
2025-02-27,S006,滨江区高新园店,滨江区,P001,中华,硬中华,45,高档,6,270
2025-02-27,S006,滨江区高新园店,滨江区,P002,中华,软中华,65,高档,11,715
2025-02-27,S006,滨江区高新园店,滨江区,P003,利群,硬利群,14,中档,8,112
2025-02-27,S006,滨江区高新园店,滨江区,P004,利群,软利群,22,中档,22,484
2025-02-27,S006,滨江区高新园店,滨江区,P005,利群,阳光利群,36,高档,22,792
2025-02-27,S006,滨江区高新园店,滨江区,P006,芙蓉王,硬芙蓉王,25,中档,25,625
2025-02-27,S006,滨江区高新园店,滨江区,P007,芙蓉王,软芙蓉王,35,高档,16,560
2025-02-27,S006,滨江区高新园店,滨江区,P008,黄鹤楼,硬黄鹤楼,20,中档,38,760
2025-02-27,S006,滨江区高新园店,滨江区,P009,黄鹤楼,软黄鹤楼,50,高档,14,700
2025-02-27,S006,滨江区高新园店,滨江区,P010,南京,硬南京,12,低档,28,336
2025-02-27,S006,滨江区高新园店,滨江区,P011,南京,雨花石,55,高档,12,660
2025-02-27,S006,滨江区高新园店,滨江区,P012,黄山,硬黄山,10,低档,21,210
2025-02-27,S006,滨江区高新园店,滨江区,P013,黄山,徽商新视界,100,高档,8,800
2025-02-27,S006,滨江区高新园店,滨江区,P014,玉溪,硬玉溪,23,中档,7,161
2025-02-27,S006,滨江区高新园店,滨江区,P015,云烟,硬云烟,10,低档,56,560
2025-02-27,S007,萧山区机场店,萧山区,P001,中华,硬中华,45,高档,7,315
